userName,score,at,content
Nugroho Haryo Wicaksono,1,2024-09-18 06:13:16,Dongo ah di kasih OTP di masukin kagak valid gak jelas bet
Bayu Segara,1,2024-09-18 04:44:23,"kocak udah bayar tiket harusnya udah lunas, saldo udah berkurang tapi tulisannya belum lunas. ilang dah duit"
Gilang Arzaki,4,2024-09-18 04:03:34,"Cukup terbantu dengan aplikasi kai, tapi kadang suka kesel kalau tiket tinggal satu coba di booking tapi ngga bisa, pas dicoba terus eh keburu di booking orng lain"
lia hera lia,1,2024-09-18 03:42:11,"Aplikasi kok gak berguna sama sekali,dari malam hingga pagi kok loding terus,ini namanya ngeprank pelanggan."
marzen ananda,1,2024-09-18 03:33:36,"1. Ngak ada pilihan BRI cuma cabang bank lain, transfer bri malah kena biaya admin Rp 6500 2.setelah transfer ntah kenapa terpotong saldo ku awalnya 20.000 jadi 18.000 3. Coba belajar dari penjual tiket lain nya seperti traveloka kenapa rivew nya bagus"
Dismas Tulolo,4,2024-09-18 02:19:22,Membayar tiket dengan livin' mandiri lebih gampang daripada menggunakan kopra mandiri.
Yoga Gustian Adiarta,1,2024-09-18 02:06:16,"mau top up aja susahnya minta ampun, adohhh kacau wkwk"
Adrian Yudha Ramadhana,1,2024-09-18 01:08:46,"Pasang strategi harga enggak sesuai ekspetasi, Licik!!!!! Hati"" kalo beli app By Pt.KAI"
Maulana Malik,1,2024-09-17 18:46:10,"Bolak balik smpe 3 jam di ulang "" lgi cpek bnget"
Muhammad Hizam,1,2024-09-17 17:44:36,"Gajelas ruwett di uter"""
Indah Pebriana,1,2024-09-17 16:54:52,"refund dana saat pembatalan pesanan tiket sangatlah lama sekali prosesnya, klo pak jokowi tau gawat ini"
tri rahayu,2,2024-09-17 15:30:12,"susah banget pesen tiket lokal padahal, baru masukin data penumpang hnya 20detikan saja pas masuk pilih kursi malah muncul pemesanan kadaluwarsa ,, aneh banget aplikasinya TOLONG LAH diperbaiki sistemnya"
JoJo Bangjo,1,2024-09-17 14:18:40,"Metode pembayaran gagal terus, tiket selak habis, bayar g bs2. Akhirnya tetep sja harus on the spot"
Asnaful Haiz,5,2024-09-17 14:06:44,Apk Error saat pembelian tiket kereta api antar kota mohon segera di perbaiki
maulana rizza,1,2024-09-17 13:56:09,Parah akun keluar masuk dan pasword udh benar tapi gagal login akun. Parah
nur yana,5,2024-09-17 13:03:31,Kami sangat bangga menggunakan aplikasi ini mudah dan cepat mengga ces tiket
Bramasta zyan Walalangi,1,2024-09-17 12:48:40,Aplilkasi GAGUNA !! UDH PESEN TIKET WHOOSH Malah gada d Riwayat alhasil ribet
Velozity Avicenna,1,2024-09-17 12:31:12,Booking tiket untuk 2 hari-3 hari kedepan mash aja ga dapet kursi. Gimana sih ga jelas.
Koronatsu Game,1,2024-09-17 11:53:31,Suruh pelunasan mana tombol link pembayarannya kocak
Ahmad Syakir,5,2024-09-17 10:49:20,Bagus
Dini Putri Casandy,2,2024-09-17 10:24:58,"Saya sangat kecewa,saya memesan tiket untuk perjalanan ke kampus tapi kenapa tiket saya bisa sama dengan orang lain,kami memiliki nomor kursi dan gerbong yg sama,mohon diperbaiki untuk hal seperti ini karna mengganggu kenyamanan perjalanan.dan satu lagi masalah yg saya alami saya sudah bayar dngn metode qris sudah berhasil status pengiriman/tf nya,tapu di apk ini tiket saya ngga ada gimana sih"
Danang Febri (MasdanGaming),1,2024-09-17 10:01:28,"Jelek banget dah , login aja ga bisa , padahal penting banget"
Rezza Nursamsi135LC,1,2024-09-17 09:24:02,Kata nya BUMN bikin aplikasi ga bisa ya . Sulit bnget bikin aplikasi. Gmn mau negara maju
Avreza Setya Aji Putra,1,2024-09-17 09:04:35,"Gak bisa daftar aplikasinya, heran aplikasi pemerintah selalu aja begini."
Sri Handayani,5,2024-09-17 07:30:39,KAI merupakan moda transportasi jarak jauh yg paling nyaman untuk saat ini
Arif alawi,5,2024-09-17 07:17:06,Ok
Teguh Iman,1,2024-09-17 05:51:01,"Apkikasi tambah busuk. Lebih bagus aplikasi yg dulu. Apk sekarang idah tampilannya rumit, eror terus pula."
abil Saputra,1,2024-09-17 05:41:37,"Ga bisa log in, keluar Mulu"
Rico Armansyah Cipto Nugroho,1,2024-09-17 04:23:46,"AMPLIKASI SAMPAH GA JELAS BGST, UDAH GA BISA DI PAKEK DI BEBERAPA DEVICES MALAH LOG OUT"" SENDIRI SETAN"
Denden Lutfi,1,2024-09-17 03:18:09,"susah bgt ni beli tiket, plis lahh upgrade atau udh aja bisa pake QRIS, daripada topup gajelas udah mah elor terus di potong pula. kalau di potong tapi lancar sih oke2 aja"
Alan Shofyan,1,2024-09-17 03:06:59,"sistemnya parah, verifikasi otp doang aja ga bener. anggaran tuh kebanyakan makan dikantong sendiri"
Tisna Eza,1,2024-09-17 01:09:49,"Susah untuk pendaftaran member besic,"
Ilman Musthofa,2,2024-09-17 01:00:46,"Pembayarannya ribet, hrus pke ovo, qris Ga bsa transfer via atm, atau lewat afa indo, ribet"
Sabrina Jeni aryni,1,2024-09-16 23:58:20,goblog gua uda unduh
Sandoy Pagansa,2,2024-09-16 22:59:34,"Disuruh Update Data pengguna, malah jadi ga bisa karena Nomor dan Email sudah di gunakan, kan Kocak yaa, dia yang suruh ngelengkapi data malah ga bisa sekarang"
Rama Daniar,5,2024-09-16 18:53:18,ASSALAMUALAIKUM
sahabat Kicau mania,1,2024-09-16 16:46:26,Biar bintang yg bicara 🤣🤣🤣
Zulfahni Sudewa,1,2024-09-16 16:30:21,Kenapa ketika saya ingin memesan rail food saat didalam gerbong tidak bisa? Mohon segera diperbaiki
Larrisa Dzaki Shalihah R,1,2024-09-16 13:49:59,Pembayaran qris tidak keluar barcodenya
Roy andika Yanuar,1,2024-09-16 13:15:09,Saya sedikit kecewa karena ketika pengembalian tiket uangnya tak kunjungi kembalikan
bintara wahyu,1,2024-09-16 12:29:12,Ga bisa daftar akun
Ismail Abidin,1,2024-09-16 12:06:52,Error
Muhammad Dimas,1,2024-09-16 11:51:05,"Jadwal kereta lokal GK tersedia, padahal jadwal kereta lokal di stasiun ada tiketnya,dan kebanyakan erorr"
Ahmad Syaid,1,2024-09-16 11:37:08,Pwk cikarang hari ini tanpa ac.
Robby 0062,1,2024-09-16 11:27:18,Sudah terdaftar metode pembayaran via shopeepay tapi saat pembatalan tiket tetap tidak terdaftar (eror) behhh kasuss mennn
Muhammad Jadid,1,2024-09-16 11:23:10,Suka eror dan GK bisa pesen padahal ketersediaan kursi masih ada
Adi Tandi,1,2024-09-16 09:47:07,"Pengisian saldo top up lama, dari top up sampai ke aplikasi belum ada Saldo ada 2500,terus saya top up 15000,masa saldo jadi 14000,yg 2500 kemana"
Oppo Salatiga2020,3,2024-09-16 09:33:18,"Untuk lansia dgn pesan ticket on line, bagaimana untuk mendapat harga korting 20 Prosen?"
Pell Niplon,1,2024-09-16 08:56:24,"Tolong lah mau menyambungkan pembayarsn ke ewalet aja ribet banget no harus sama kaya no akun kai lah, terus terjadi kesalahan mulu padahal jaringan baguss"
vira Vahira,1,2024-09-16 05:26:59,Tolong stok tiket nya banyakin
firman syah,1,2024-09-16 05:09:25,"Top up gak masuk bayar pake emoney gak bisa, mau hubungi cs gak ada fitur"
microsoft santoso58,5,2024-09-16 03:53:37,Good
Baribae Bari,4,2024-09-16 02:26:47,Bgus bisa membantu di saat sya lgi sibuk
Sri wulan dari,5,2024-09-16 02:04:50,mantap
Nzalea W,1,2024-09-16 00:47:52,ngisi saldo masuk nya lamaaaaaaaaaaaa bangetttt
Melati silaban,1,2024-09-15 23:27:49,"Percuma didownload, nyari jawdal tiket aja gk bisa, jadwal tidak ditemukan ditgl yg berbedabeda"
Siti Fatimah Azzahrof,1,2024-09-15 23:15:15,Kai sekarang kalo korupsi emang ga ngotak. Dulu jaman pak Jonan saat pembatalan tiket uang direfund hanya dalam hitungan menit. Sekarang uang ga dibalikin sampe berpuluh-puluh hari. KAI saat ini sangat mengecewakan.
Indah Soelistijowati Andajani,5,2024-09-15 22:34:45,Dg aplikasi ini berharap lebih mudah u mendapatkan tiket KA sesuai tujuan
Wahyu Nur,1,2024-09-15 20:37:01,"Gokil , saldo bisa hilang sendiri jadi 0 rupiah. Kok makin kesini makin kesana KAI."
Arwan Sirga,2,2024-09-15 19:56:47,Aplilasi begok tolol gua mau pembatalan tiket lewat dana aja gk bisa gk bisa di aksesa kecewa gua sapa aplilasi ni ada ada aja Bayak nipu orang gk sepatut nya aplikasi ini di rilis semoga dapat karma sama hidayah ya sama allah di atas
Agus Faozan,1,2024-09-15 17:11:41,"KAI Pay failed, sudah berulang untuk aktivasi hasilnya sama ajah,"
Dhito Dzakwan,1,2024-09-15 16:05:46,Kode otp nyaa mesti lamaa banget diulang ulang tetep gabisa
Dina Melasari,1,2024-09-15 15:46:33,Makin ribet mau pesen tiket aja susah banget
Andi Prasetyo,1,2024-09-15 15:41:25,Aplikasi buruk sekarang
Danto Citorek,1,2024-09-15 15:09:39,Kenapa susah sekali mau upgrade ke member basic ... Tolong bantuan nya
Daffa Suhweerman,5,2024-09-15 14:22:42,Tolong buatkan game kereta by kai
Dimas Crisnaldi,1,2024-09-15 13:42:45,"Fitur Railfood lelet pake banget.. Sudah pesan dan lunas, ketika saya ambil langsung ke kereta makan (karena menunggu pengantaran sangat lama, lebih dari 1,5jam), ditolak karena yg beli online harus antri data nya masuk dan segala macam. ""Kalo mau cepat, beli offline"" Wow..."
Een Rahmawati,2,2024-09-15 13:27:26,Mohon bantuannya min saya GK bisa menambahkan akun ovo ke pembayaran kira2 gimana solusinya
Lina Prastiwi,1,2024-09-15 12:50:45,"bang, saya beli tiket. di cek gagal terus, tapi saldo saya berkurang? itu saldo saya kemana ya?"
Mega Rahmawati,1,2024-09-15 10:11:11,"Benerin sistem penjadwalan lah , jadwal di tiket selalu beda sama keberangkatan nya."
Nur Fitrianti,1,2024-09-15 07:09:21,"Sangat tidak efektif memakai aplikasi, gimana kalau orang yg punya aplikasi ikut minjem gak boleh masuk.... Gak puas sama perlawanan nya"
Giant Tampoe,2,2024-09-15 06:15:28,"Gajelas bgt, udh top up, tp update di akunnya lama bgt."
Jundullah Taufiq,1,2024-09-15 06:14:27,Baru saja login tulisannya access data failed terus
Joni Satrio,1,2024-09-15 05:09:07,Aplikasi ee
Riski Hidayat,5,2024-09-15 04:44:26,Lagi2 top up lama masuk & ga ada notofikasi.... layanan pengaduan pelanggan juga tidak ada....🙏🙏🙏🙏 tolong aplikasinya d perbaiki.....
Anak Sekolahan,1,2024-09-15 04:20:21,Aplikasi sampah gini klo punya pemerintah gk jelas
Nur Ahmad,1,2024-09-15 04:11:06,Kok cuma jarak nya 1 minggu klo bisa 2 minggu p satu bulan jadi bisa boking dulu. Soal kadang g muncul2. Mlh tambah susah
Budi Ananda,5,2024-09-15 03:43:23,Bagus
Rezza Akbar,1,2024-09-15 03:19:50,top up lamaaaaaa
Yohanes Santoso,5,2024-09-15 03:14:30,Mantap
shf stfn,1,2024-09-15 03:08:00,Aplikasi Gak jelas! Udah masukin email bener tapi nggak bisa log in 😌
Mohamad Najib,5,2024-09-15 00:23:24,"Walau register susah banget,,,tak kasi 5 biar org bisa pake, unt admin tlg di permudah register yo😡😡"
FastSlide (Dimas KNC kebumen),1,2024-09-15 00:14:09,Terlalu riweh
Ikhlasul Amaliyah,1,2024-09-15 00:11:37,Sering eror kenapa yaa.. lagi butuh bgt malah erar eror bjirlah
Arkan Wiyanda,2,2024-09-14 22:51:12,Tiket dari binjai ke medan gak bisa dipesan dengan alasan tidak ada rute yg tersedia padahal pas saya datang langsung kestasiun kok malah ada tiketnya gak bisa beli online
NU,1,2024-09-14 20:04:52,Kenapa setelah diupdate layanan untuk LRT-nya menghilang ya? dan kenapa untuk potongan harga Top up saldonya KAIPAY nya sangat besar?
Nanik Setiyowati,1,2024-09-14 16:05:30,Burukkkk bget..gak kayak dulu.. Enk lgsg sat set.. Di perbarui gak tmba bagus tmba buruk.. Tolong donk kai gaak usa mmber2 basic segla.. Udh mw upgrad tpi gak bisa2... Enk yg dulu
Mukhlis,1,2024-09-14 15:03:40,"Parah ini , setelah upgrade malah sering error . mau log in aja gk bisa , muncul notif "" Failed request data "" . come on... seharusnya semakin canggih, bukan malah semakin TOLOL"
adams thea,1,2024-09-14 14:59:45,kenapa saya tidak bisa melakukan pembayaran melalui aplikasi dana
Yaniar Wimby Herminingtyas,1,2024-09-14 14:50:27,"Sangat buruk sekali utk aplikasinya, utk top up saldo 50 ribu ke KAI access aja dipotong jadi cuma Rp. 47.100 Gak jelas banget Tolong diperbaiki dong !!!"
Alifiani Amanda,1,2024-09-14 14:05:59,"balikin ke awal aja apk nya sering update tp serig bug juga lol, masa awal topup kai pay 40rb tp saldo yg masuk cmn 34rb giliran topup lagi saldo tetep ga masuk pdhl dah direfresh. trs saldo ygbaru topup ni masuk kemana??? mo bayar pake qris jg gabisa, barcodenya ga keluar. anehhhhhhh!"
Renaldi Aprilliawan,1,2024-09-14 13:19:00,UNTUK YANG SEKARANG SAMA SEKALI TIDAK RECOMEND
Rizky surya Alfarizy,1,2024-09-14 11:28:52,Aplikasinya sangat jelek
Adam Permana,1,2024-09-14 09:50:07,"Lemot ajing, mau daftar aja di persulit mau bayar aja gagal mulu, udah maksa suruh instal giliran diinstal malah nyulitin manusia, gimana rakyat mau beralih ke transportasi umum babi"
Dhea shifa Nazahra,1,2024-09-14 07:02:23,Mau pesen tiket aja susah banget pdhl disitu masih ada kursi ttp aja ga bisa👎👎👎👎👎👎👎👎👎
Nadifa Fauziah,1,2024-09-14 06:25:29,Gak jelas banget pembayarannya
Kim Naya,2,2024-09-14 06:07:49,"Aplikasi error saat check in,,Saya tadi pagi ingin naik KA 430 Cl Tumapel,saat membuka aplikasi waktu boarding tiba tiba aplikasi error dan saya ketinggalan kereta,,uang 50 ribu hangus karna saya rombongan 5 orang,,mohon kebijakannya min"
Azka Dwicha,1,2024-09-14 06:02:25,"apk bosok daftar aja GK bisa,, giman cara daftarnya ."
Karlina Widaningrum,2,2024-09-14 05:11:13,Pantas nilainya 2.4 Mau login susah Nunggu otp time out terus Aplikasi yg menyusahkan
Irman Lesmana,1,2024-09-14 04:48:24,"Metode pembayaran setelah keluar dan mau menbayar lagi malah tidak ada buat merubah pembayaran , harus pesan ulang ribet masukin nama nik dulu"
Brisica Adra,1,2024-09-14 02:34:15,"Baru pertama kali mau coba top up saldo disitu, udh pake internet banking dan pas dicoba saldo nya gamasuk. Padahal dah kirim saldo"
MONOKROM - piko w,1,2024-09-14 02:22:57,"Ada aja gebrakan mempersulit nya, dikira semua orng yg make KA lokal bakalan pake apk apa, udah bagus sistem lama itu kasian orng² tua, dibikin ribet, ada juga yg hp nya susah, ada juga itu yg tiba² hp nya mati mesti ngejar kereta. Kemungkinan itu mesti di fikirin sebelum kembangin apk nya, resiko dll. Bukan asal update aja mending kayak dulu aja."
Anida Aulia,3,2024-09-14 01:07:31,gabisa daftar basic member
Niswah Q,1,2024-09-14 00:57:15,Kebijakan yg sangat membagongkan.... Untuk pembatalan kereta lokal minimal jam 9 untuk pembatalan kereta antar kota bisa jam 6....kenapa harus dibedakan padahal jam 7 sudah ada petugasnya... Trs petugas nya ngapain kl gak kerja... Apa biar kelewat jam nya jadi gak bisa dibatalkan.... Aneh bin ajaib ancene KAI iki...
Marooqil Chasani,2,2024-09-14 00:40:19,"Kenapa sekarang jadi susah sekali mau pesen tiket,masuk member basic dulu sudah daftar gk bisa masuk2 ,tolong donk diperbaiki saya sering kali pke kai klo kemana2 tpi sekarang pesen tiketnya susah minta ampun...sebel dech...."
Yusuf Mohamad Saputra,1,2024-09-13 22:45:24,Lama bgt konfirmasi apa2 otp aja ganyampe terus. Setidak bisa bekerja itukah BUMN?
Suka Suka Kita,1,2024-09-13 17:51:12,Mau pesen tiket kreta lokal kadaluwarsa mulu.... Gimana si?
Azlanfakhri Ramadhan,1,2024-09-13 16:31:44,Katanya pt kai sedang memodernisasi fasilitas tapi fasilitas aplikasinya parah banget Udah berpuluh kali pesen tiket lewat kai acces mentok di anda belum menjadi member basic Nanya ke petugas kai malah sama kagak tau kenapa bisa kayak gtu
Servi Eta Kristiana,1,2024-09-13 14:29:34,"mohon dong diperbaiki, sumpah emosi saya pakai aplikasi ini. mau beli online terhambat gara"" padahal udah ku top up diaplikasi tapi nggak muncul"" saldonya tetep gimana sihh aneh banget. dibaca gehh banyak keluhan itu jangan diem bae.!"
Helen Saufika,3,2024-09-13 14:04:24,"Dear Developer, Fitur live tracking ga bisa dilihat, padahal sudah update kai versi terbaru. Mohon perbaikannya. Thanks"
Adi Candra,5,2024-09-13 13:16:54,Cuma bisa kasih bintang 5 saja ya.. Selebihnya untuk saat ini bagus
ADI KURNIAWAN,4,2024-09-13 12:18:05,"Halo kai kok tidak masuk ke akun ya setelah ganti hp, stelah masuk dg paswd yg diberikan kai loading terus, seharian loading dan blm bs masuk"
Faisal Yusuf purbara,3,2024-09-13 12:11:43,"Aplikasi erar eror mulu, top up aja masukny lama bener"
Nur Dianyramadhanti,2,2024-09-13 10:59:31,Tiket
Rian Nurul Hermansyah,2,2024-09-13 10:31:46,setiap pembayaran eror mullu b*st
Rohayati Er,1,2024-09-13 09:11:44,Udah pake asuransi jaminan refund 100% masih aja kena potongan ktika ubah jadwal/pembatalan. Padahal sebelum di upgrade ga bayar.
Adhitya C. Latif,1,2024-09-13 08:28:02,"Ini devnya tolol haqiqi, masa fail login dijeda 1 jam, coba otakmu mikir kalo kondisinya orang mepet mau boarding bisa angus tiketnya"
Handayati Hans,1,2024-09-13 08:02:54,Sekarang ingin lihat jadwal mengapa sulit banget tdk seperti aplikasi yg lama... Gak bonafide sm skali
Meriya cen,1,2024-09-13 07:21:01,"Aplikasi error terus, mau daftar ga bisa2 dikasih kode OTP tp pas di masukin tulisannya not valid, diulang lg ttp ga bisa.."
SinaBung,1,2024-09-13 07:05:52,"Mau upgrade member ke member basic, udah isi data diri, tp OTPnya ga valid mulu, pdhal blm expired,, udh d coba lagi, tp pas dapt oto tetp aja ga bsa d input otpnya,,"
Nandi Ridwan Mulyana,1,2024-09-13 06:59:41,"Sebelum di update masih bisa liat jadwal kereta lokal Prameks , sekarang kok ga bisa ya?"
MOH RAFFI ANWAR,1,2024-09-13 06:48:48,"Ngapain pesan tiket kereta abis terusss, minimal tambal lah tempat duduk , gerbong kereta tiket nya tambahin woi"
sinaga baru,1,2024-09-13 05:58:52,"Isi saldo gk masuk"""
Fiky Sandy,1,2024-09-13 04:46:32,Bug no seat data available aneh
Tri Agustia Ningrum,1,2024-09-13 03:21:56,Ini gimana upgrade nya? Gagal terus
Endy R Wibowo,1,2024-09-12 23:09:29,Sudah di update malah ga bisa log in.. ada masalah apa kamu min..?
12 Dini Cahya,2,2024-09-12 18:46:19,isi kai pay untuk tambahan tapi malah gamasuk juga ini gimana ya
Norma Widiyanti,1,2024-09-12 17:53:27,aplikasi tidak bisa dibuka malah tampilannya tidak ada koneksi internet padahal data seluler sudah nyala. sudah coba install ulang tetep gabisa. tolong bantuannya.
Afrian Fahrurrozi,1,2024-09-12 15:50:34,"Ini gimana tolong untuk pihak kai, udah pesen udah bayar tiket kok masih stuck di menunggu pembayaran, sampe waktunya abis lagi"
Jrhanung Ramadhan,1,2024-09-12 13:25:15,"Tidak bisa login. Lupa password, emailnya malah dikira inactive"
Achmad Zamakh,1,2024-09-12 13:19:39,"Tidak bisa update kaipay harus menggunakan nomer yang lama tidak bisa pakai nomer baru,sedangkan nomer lama udah kadaluwarsa,mending kalau ruwet ruwet gini mending pakai cara manual aja langsung pesan tiket ke loket stasiun aja."
Mau Ga,3,2024-09-12 11:25:36,"Saya ga bisa pesan tiket terus padahal udah premium, tulisan nya cannot booking more than 15 booking per day"
Fajria Anindya,1,2024-09-12 09:47:07,"ini kenapa malah gabisa login ya, kai access terhenti mulu"
Alzu Nicc,1,2024-09-12 09:23:34,"Aplikasi pemerintah nih?, kirim email aja gakkkk nyampe-nyampe"
Muhammad Khozin,1,2024-09-12 08:43:43,Ini di apk baru kok g ada tulisan ubah nya Ketika mau ubah jadwal tiket
Agil Purnama,1,2024-09-12 08:09:21,"Aneh di aplikasi tiket tujuan pada abis semua. Tapi pas beli langsung di loket masih ada, kenapa?"
Ruli Agustian,1,2024-09-12 07:53:12,"Mau beli tiket KA mesti daftar, tapi gk bisa daftar. Udh pakai account nama sendiri gk bisa, sampai pakai nama orang tua juga gk bisa. Heran malah kesannya tambah sulit bukan tambh mudah"
Okdi Vian,1,2024-09-12 07:21:32,"Aplikasi ini di update, tapi malah jadi lemot, sering erro. Kemunculan tiket supaya bisa muncul harus uninstall aplikasinya, setelah itu install ulang lagi 🤣🤣, ini mah bikan upgrade, tapi downgrade"
Handy Widartoto,5,2024-09-12 06:51:00,sangat membantu
SUKANDAR NANDAR,1,2024-09-12 06:50:26,"Pemesanan online sering upgrade2 aplikasi yang ga masuk diakal,bikin akun jadi susah buat mesen tiket,.kalo memang mau ditiadakan hapus saja aplikasinya,bukan bikin mudah malah menyusahkan"
Yovan Fernanda,1,2024-09-12 05:42:16,"gak usah buat apk, apk gk guna eror mulu waktu bayar, otw uninstall"
Nur Hidayatulloh Agung Serayu,5,2024-09-12 05:38:18,Very good
Vevi Azizah,1,2024-09-12 05:04:31,😖
Yamin Nurjamil,5,2024-09-12 04:47:41,Mantap aplikasi nya bisa di gunakan untuk menaik kereta melalui online
ainun dwi,1,2024-09-12 03:56:33,"beli tiket pake metopem qris& shopeepay katanya eror gaada sinyal tp tbtb bisa dan kode QR / VA nya gaada , ga bisa dicari . gimana bayarnya bambanggggggg"
Tata Tata,1,2024-09-11 22:45:43,Lemot banget bgst
Rizky Iqhya,5,2024-09-11 14:55:26,Sangat membantu di saat ingin traveling
Bernadus Raka Sulistyo,1,2024-09-11 14:20:23,Jadwal KRL solo jogja tidak sesuai dengan jadwal aslinya tolong ini fatal
M Yuhdi,1,2024-09-11 14:11:25,"Mohon maaf, saya sudah mendaftar dan menjadi member basic sebulan sebelumnya. Setelah sebulan tidak naik kereta, akun saya log out dari aplikasi. Yang paling parah setelah log in dengan email dan nomor yg sesuai, saya tidak bisa pesan tiket karena belum menjadi member basic. Ini pengelolaannya bagaimana kok tambah aneh Masaj ketika mau beli tiket harus daftar member basic dulu, udah gitu daftarnya ribet dan lama banget."
Mohamad Fahmi Badruddin,1,2024-09-11 12:17:26,"KAI semakin baik, KECUALI APLIKASI NYA YG KAYAK SAMPAH"
gadistya fury,1,2024-09-11 11:35:53,Sering top up via m-banking tapi saldo jarang masuk Tolong lah itu kenapa? Rugi uang sudah hilang
Degiga Digitassetia,4,2024-09-11 09:53:51,GPS Locotrack tidak berfungsi.
Jauhar Rifqi,1,2024-09-11 09:09:56,Kirim kode otp doang aja ga kelar kelar sialan
Fatkhur Rahman,1,2024-09-11 07:28:21,susah diakases
Giska Azmya,1,2024-09-11 05:39:50,Aplikasi go***k
hasafami hangga,1,2024-09-11 04:57:37,"Bagi yang tidak bisa buat akun bassic, pastikan kembali apakah sebelumnya pernah daftar akun KAI access atau tidak, jika pernah cb login pakai akun lama, dan pakai akun lama trsebut utk pesan tiket dan hapus akun baru, jika merasa tidak pernah brart data anda pernah dipakai untuk daftar akun KAI access, atau mungkin pernah daftar namun sudah lupa"
Warman Grt,1,2024-09-11 04:54:34,tanggapan nya gimana ini aplikasi kok ga bisa di akses di hp pas mau memasukan akun
Dzikri Muhammad,1,2024-09-11 02:02:55,"Aplikasi tidak berfungsi, terdapat bug disaat mengirimkan otp"
Ismet Rustandi,3,2024-09-11 01:41:34,"ini yg kereta lokal masa beli tiket cuma bisa 1,,klo pun mau beli banyak harus pesen lagi..jadinya aku sm teman beda kursi beda gerbong gimana si ini"
Ina Risnawati,1,2024-09-11 00:11:17,"Susah amat mau pesan tiket,,tinggal bayar juga gagal terus 😏"
Seffian Aditama,1,2024-09-10 22:58:24,"Topup saldonya gak masuk, aplikasi sampah"
Sulaiman Yusuf,1,2024-09-10 19:36:11,Sulit diacces
syaiful anam,1,2024-09-10 16:14:35,"Setiap top up KAI PAY masuknya lama bgt, sampe ber jam jam. Mending kai yg dulu sat set langsung bisa pesen tiket. Makin kesini bukan makin mudah malah makin ribet dan nyusahin"
LAF Project,1,2024-09-10 15:51:12,Aplikasi sering ngebug tidak baik dan menyusahkan penumpang yang mau naik kereta
Agus Selbest,5,2024-09-10 14:16:40,"Sangat membantu, tidak perlu harus antri di loket"
Nur hikmah Martabak,1,2024-09-10 13:44:19,duhhh parah...!!! dulu pembayaran lewat LinkAja bisa sekarang ko ndak bisa d ganti-ganti lagi makin bingung... udah isi saldo Linkaja e nyatanya ndak bisa di pakai . makin bayak waktu habis ngurusin Pembayaran. ..😵😵
Mochagil Fahmi,1,2024-09-10 13:40:55,udah topup dana gk masuk masuk padahal saldo udah dipotong gjls emg
Rahmi Yulia,5,2024-09-10 13:02:47,"Saya pengguna kai access daerah sumbar, saya sangat kecewa dg aplikasi kai skrg. Beberapa waktu lalu saya mengupdate aplikasi ini tp stlh itu jd kesulitan dlm pemesanan tiket, biasanya aman² saja saat sblm update, namun skrg utk memesan malah selalu muncul kalimat ""waktu pemesanan anda telah habis"" pdhl baru proses ambil tiket, belum masuk pemilihan kursi ataupun pembayaran. Mohon kepada pihak pengembang aplikasi utk bisa mengatasi masalah ini secepatnya, karna saya sgt butuh adanya app ini🙏🙏"
Ikhsan Nugraha,1,2024-09-10 11:53:52,"Kalo ada yang nanya aplikasi teranjing itu apa, nih gw kasih tau aplikasi teranjing terkentot babi ini kai acces karena sering error diwaktu waktu pentinf"
Z Mafud,2,2024-09-10 11:23:08,Kenapa gak bisa login
Rosa Maulana,1,2024-09-10 11:05:23,"Mohon maaf, ini kenapa ya kok tidak bisa pindah rute ? Waktu pembayaran selalu gagal, dan yang dibatalkan tidak ada progres semalaman.."
Fathur Rahman,5,2024-09-10 10:53:42,Sangat membantu untuk memesan tiket kreta
Oyot Popopo,1,2024-09-10 10:44:07,"Setelah diupdate menjadi error, mamsa tiap mau mesen kereta harus login2 mulu, mana tiap login paswordnya dianggap salaah terus. Tolong untuk didperbaiki"
Ganjar Mauludin,1,2024-09-10 10:05:49,"Saya beli pulsa di kaspro, bayar pake saldo, saldo udh berkurang, history transaksi udh ada, tapi pulsa blm masuk, ditunggu 15 menit ttp blm masuk, pas cek lagi history transaksi malah gk ada"
Faisal Rizki,1,2024-09-10 09:55:11,Sekarang mau daftar ke basic ajha sulitnya minta ampun gmna mau maju kl kya gini terus
Rafa Iman,1,2024-09-10 09:30:40,"ADUH PUNYA APK DALAM NEGRI GINI AMAT DAH,PENGEN LENGKAPIN DATA DIRI AJA DI PERSULIT,UDH LEMOT PAS DI PENCET BERKALI KALI MALAH ERROR TRUS MALAH BAKAL NGE-LOCKED AKUN SELAMA 1 JAM ANEH BANGET DARI PIHAK APK NYA YANG BERASA NGE-LAG BANGET KAYAK APK JADUL AJA👎👎"
Dany Ahmad,5,2024-09-10 09:05:06,Bagus bgt bisa membantu. Cuma masuk saldo nya lama
yaya shafa,1,2024-09-10 08:50:16,"masa tiap topup KAI PAY lama amat masuknya??????? yg bener aja dah, tolong banget diperbaiki yh biar g lm nunggu-_"
Moh Miftahus Surur,1,2024-09-10 07:57:56,Perbnyak opsi pembayaran
Ariie Sapoetra,5,2024-09-10 07:09:11,Aplikasi nya sangat bagus sekali
Ari Setiawan,1,2024-09-10 05:37:45,"Aplikasi minta d upgrade ,udah mengisi form tapi ,not failed mulu.. Aplikasi payah"
Wardah Audina,1,2024-09-10 05:33:46,MENGECEWAKAN !!!
fajar priyo utomo,1,2024-09-10 05:27:39,lemot dan petunjuk pembayarannya kurang rinci
Kartiko Putra,1,2024-09-10 05:22:11,aplikasi sampahh
